,tarih,ürün_kodu,ürün_adi,kategori,fiyat,adet,toplam_satis,musteri_id
2636,2023-04-21,P097,Su Şişesi,Mutfak Ürünleri,977.31,10,9773.1,6915
2637,2023-04-30,P063,Klima,Elektronik,1021.67,2,2043.34,9727
2638,2022-12-21,P063,Klima,Elektronik,1308.39,5,6541950000000000,7569
2639,2023-11-11,P037,Fırın,Ev Aletleri,297.91,15,4468650000000000,5689
2640,2023-04-05,P032,Mouse,Elektronik,248.69,7,1740.83,2852
2641,2023-11-30,P063,Klima,Elektronik,515.71,16,8251.36,6232
2642,2024-02-28,P032,Mouse,Elektronik,1045.41,6,6272460000000000,7076
2643,2023-07-30,P032,Mouse,Elektronik,815.81,13,10605.53,6078
2644,2024-02-16,P097,Su Şişesi,Mutfak Ürünleri,497.09,16,7953.44,7148
2645,2023-04-17,P037,Fırın,Ev Aletleri,1491.12,2,2982.24,4742
2646,2023-09-01,P087,Kulaklık,Elektronik,134.0,8,1072.0,3519
2647,2023-01-01,P032,Mouse,Elektronik,1024.22,16,16387.52,9450
2648,2023-06-02,P010,Çanta,Giyim,263.27,3,789.81,7832
2649,2023-03-31,P063,Klima,Elektronik,1341.94,3,4025.82,2358
2650,2023-08-23,P037,Fırın,Ev Aletleri,1094.2,16,17507.2,6834
2651,2023-09-18,P087,Kulaklık,Elektronik,374.48,13,4868.24,8957
2652,2023-04-08,P010,Çanta,Giyim,826.69,5,4133450000000000,1610
2653,2024-03-23,P011,Kalem,Kırtasiye,967.09,16,15473.44,7902
2654,2023-12-01,P087,Kulaklık,Elektronik,249.22,14,3489.08,7591
2655,2023-11-23,P032,Mouse,Elektronik,566.62,10,5666.2,7009
2656,2024-09-23,P011,Kalem,Kırtasiye,154.34,6,926.04,1949
2657,2024-03-21,P037,Fırın,Ev Aletleri,1411.49,15,21172.35,9490
2658,2024-07-08,P097,Su Şişesi,Mutfak Ürünleri,1079.17,9,9712.53,5352
2659,2023-11-06,P087,Kulaklık,Elektronik,879.06,9,7911539999999990,9511
2660,2023-07-06,P082,Defter,Kırtasiye,73.87,15,11080500000000000,7165
2661,2024-08-31,P024,Bilgisayar,Elektronik,1317.85,7,9224.95,1082
2662,2024-04-20,P024,Bilgisayar,Elektronik,242.27,14,3391.78,1481
2663,2023-08-28,P097,Su Şişesi,Mutfak Ürünleri,300.32,6,1801.92,6274
2664,2023-11-30,P087,Kulaklık,Elektronik,1402.38,7,9816.66,6433
2665,2023-09-04,P087,Kulaklık,Elektronik,67.93,9,6113700000000000,2105
2666,2023-12-27,P010,Çanta,Giyim,560.46,7,3923.22,4896
2667,2024-03-15,P097,Su Şişesi,Mutfak Ürünleri,1469.01,14,20566.14,7440
2668,2024-09-20,P063,Klima,Elektronik,1181.11,5,5905549999999990,6113
2669,2023-10-04,P082,Defter,Kırtasiye,284.49,10,2844.9,3055
2670,2023-11-26,P032,Mouse,Elektronik,386.28,1,386.28,5535
2671,2023-04-26,P082,Defter,Kırtasiye,1108.8,15,16632.0,2037
2672,2023-01-26,P037,Fırın,Ev Aletleri,1251.19,15,18767.85,1544
2673,2024-09-21,P097,Su Şişesi,Mutfak Ürünleri,487.64,3,1462.92,9983
2674,2023-06-12,P097,Su Şişesi,Mutfak Ürünleri,955.25,2,1910.5,8264
2675,2023-05-13,P011,Kalem,Kırtasiye,1407.62,10,14076.2,8846
2676,2023-01-22,P032,Mouse,Elektronik,1008.64,9,9077.76,9451
2677,2023-09-28,P097,Su Şişesi,Mutfak Ürünleri,836.27,16,13380.32,3055
2678,2024-09-30,P037,Fırın,Ev Aletleri,322.57,3,967.71,9985
2679,2023-06-19,P087,Kulaklık,Elektronik,286.33,14,4008.62,6184
2680,2023-12-18,P024,Bilgisayar,Elektronik,833.33,2,1666.66,7083
2681,2024-09-25,P032,Mouse,Elektronik,579.1,15,8686.5,2253
2682,2024-10-21,P087,Kulaklık,Elektronik,997.19,3,2991.57,5603
2683,2024-04-23,P087,Kulaklık,Elektronik,1315.07,6,7890.42,1127
2684,2023-10-16,P011,Kalem,Kırtasiye,639.52,9,5755.68,2153
2685,2023-12-22,P010,Çanta,Giyim,447.33,6,2683.98,7289
2686,2023-04-11,P097,Su Şişesi,Mutfak Ürünleri,499.2,17,8486.4,1020
2687,2023-11-05,P037,Fırın,Ev Aletleri,949.89,10,9498.9,9840
2688,2024-01-24,P010,Çanta,Giyim,1166.35,18,20994.3,8262
2689,2024-01-10,P097,Su Şişesi,Mutfak Ürünleri,378.6,7,26502000000000000,8221
2690,2023-09-14,P037,Fırın,Ev Aletleri,324.16,13,4214.08,3567
2691,2023-05-22,P018,Telefon,Elektronik,178.1,17,3027.7,4656
2692,2024-10-31,P097,Su Şişesi,Mutfak Ürünleri,760.49,13,9886.37,7832
2693,2022-12-06,P010,Çanta,Giyim,565.91,3,1697.73,5778
2694,2023-06-16,P087,Kulaklık,Elektronik,473.58,8,3788.64,7578
2695,2023-08-14,P063,Klima,Elektronik,776.59,14,10872.26,5245
2696,2023-09-23,P011,Kalem,Kırtasiye,568.22,19,10796.18,8165
2697,2023-11-09,P097,Su Şişesi,Mutfak Ürünleri,52.38,9,471.42,6202
2698,2024-09-14,P032,Mouse,Elektronik,1418.64,15,21279.6,4870
2699,2024-02-15,P011,Kalem,Kırtasiye,590.9,2,1181.8,9156
2700,2022-12-04,P037,Fırın,Ev Aletleri,225.0,15,3375.0,8204
2701,2024-03-06,P063,Klima,Elektronik,1387.83,3,4163.49,9678
2702,2023-10-21,P011,Kalem,Kırtasiye,1052.23,12,12626.76,9692
2703,2023-09-21,P010,Çanta,Giyim,1488.6,3,4465799999999990,1909
2704,2023-09-27,P010,Çanta,Giyim,156.46,10,1564.6,6406
2705,2023-02-01,P087,Kulaklık,Elektronik,136.96,4,547.84,3129
2706,2023-04-14,P063,Klima,Elektronik,1463.95,3,4391.85,6227
2707,2023-10-24,P097,Su Şişesi,Mutfak Ürünleri,1120.93,2,2241.86,3695
2708,2023-04-03,P024,Bilgisayar,Elektronik,385.17,16,6162.72,1061
2709,2023-03-17,P024,Bilgisayar,Elektronik,242.18,15,3632.7,4298
2710,2023-12-15,P082,Defter,Kırtasiye,480.09,17,8161.53,2496
2711,2024-06-19,P032,Mouse,Elektronik,45.24,10,452.4,6409
2712,2024-05-18,P037,Fırın,Ev Aletleri,136.09,14,1905.26,8421
2713,2023-08-15,P087,Kulaklık,Elektronik,1033.92,4,4135.68,8460
2714,2024-05-10,P024,Bilgisayar,Elektronik,593.05,10,5930.5,1887
2715,2024-10-01,P018,Telefon,Elektronik,1147.89,4,4591.56,3080
2716,2024-06-27,P082,Defter,Kırtasiye,93.98,18,1691.64,3160
2717,2023-10-20,P010,Çanta,Giyim,572.31,16,9156.96,8411
2718,2023-02-09,P032,Mouse,Elektronik,1134.2,9,10207.8,5715
2719,2023-02-10,P063,Klima,Elektronik,88.74,1,88.74,6427
2720,2023-11-17,P063,Klima,Elektronik,1437.2,6,8623.2,3826
2721,2024-05-20,P097,Su Şişesi,Mutfak Ürünleri,350.95,8,2807.6,9838
2722,2024-04-14,P032,Mouse,Elektronik,212.21,13,2758.73,7490
2723,2024-02-24,P097,Su Şişesi,Mutfak Ürünleri,828.43,19,15740169999999900,1328
2724,2024-01-23,P010,Çanta,Giyim,385.89,11,4244.79,1547
2725,2024-03-12,P087,Kulaklık,Elektronik,1233.53,19,23437.07,3270
2726,2023-09-06,P037,Fırın,Ev Aletleri,940.9,7,6586.3,6573
2727,2024-06-03,P082,Defter,Kırtasiye,821.42,13,10678.46,8310
2728,2024-08-12,P018,Telefon,Elektronik,492.86,7,3450.02,8760
2729,2024-04-11,P082,Defter,Kırtasiye,494.2,5,2471.0,8879
2730,2024-01-12,P063,Klima,Elektronik,1486.01,13,19318.13,2545
2731,2023-02-03,P010,Çanta,Giyim,138.76,8,1110.08,9860
2732,2023-05-12,P032,Mouse,Elektronik,622.43,11,6846.73,7622
2733,2024-08-16,P032,Mouse,Elektronik,841.57,5,4207.85,5609
2734,2024-02-14,P010,Çanta,Giyim,382.68,4,1530.72,3684
2735,2023-04-18,P037,Fırın,Ev Aletleri,1221.52,2,2443.04,6087
2736,2024-08-03,P024,Bilgisayar,Elektronik,183.07,12,2196.84,6453
2737,2023-09-14,P010,Çanta,Giyim,196.77,13,2558.01,8577
2738,2023-03-09,P037,Fırın,Ev Aletleri,398.44,7,2789.08,4777
2739,2023-11-02,P082,Defter,Kırtasiye,157.3,17,26741000000000000,5137
2740,2024-06-18,P087,Kulaklık,Elektronik,231.36,2,462.72,8382
2741,2024-03-10,P018,Telefon,Elektronik,839.54,11,9234.94,2770
2742,2024-04-04,P082,Defter,Kırtasiye,972.87,1,972.87,6589
2743,2022-12-30,P011,Kalem,Kırtasiye,66.83,12,801.96,1449
2744,2022-11-30,P082,Defter,Kırtasiye,397.51,15,5962.65,1606
2745,2022-12-31,P063,Klima,Elektronik,113.24,10,1132.4,5559
2746,2023-02-12,P037,Fırın,Ev Aletleri,1350.49,16,21607.84,8727
2747,2024-10-27,P037,Fırın,Ev Aletleri,377.7,11,4154.7,1061
2748,2022-11-18,P097,Su Şişesi,Mutfak Ürünleri,428.53,4,1714.12,8638
2749,2023-04-10,P011,Kalem,Kırtasiye,525.82,19,9990580000000000,6097
2750,2023-06-08,P018,Telefon,Elektronik,1413.33,18,25439.94,2372
2751,2023-11-09,P037,Fırın,Ev Aletleri,723.24,1,723.24,4174
2752,2023-01-20,P063,Klima,Elektronik,979.64,1,979.64,9869
2753,2023-07-17,P011,Kalem,Kırtasiye,690.79,12,8289.48,8705
2754,2023-11-24,P010,Çanta,Giyim,391.81,17,6660.77,2724
2755,2023-08-03,P037,Fırın,Ev Aletleri,1203.45,3,3610.35,4468
2756,2024-07-26,P032,Mouse,Elektronik,1273.41,3,3820230000000000,8735
2757,2024-01-18,P011,Kalem,Kırtasiye,830.01,16,13280.16,2469
2758,2023-07-11,P037,Fırın,Ev Aletleri,167.01,13,2171.13,1274
2759,2023-01-01,P063,Klima,Elektronik,69.8,5,349.0,5938
2760,2023-11-28,P018,Telefon,Elektronik,1116.46,16,17863.36,1657
2761,2023-03-02,P063,Klima,Elektronik,276.76,6,1660.56,7943
2762,2023-12-20,P037,Fırın,Ev Aletleri,129.34,3,388.02,6254
2763,2023-08-26,P082,Defter,Kırtasiye,786.37,10,7863.7,4175
2764,2024-04-29,P087,Kulaklık,Elektronik,80.27,9,722.43,8482
2765,2024-09-26,P032,Mouse,Elektronik,117.59,1,117.59,7215
2766,2023-08-24,P018,Telefon,Elektronik,1132.15,13,14717.95,7407
2767,2024-01-21,P037,Fırın,Ev Aletleri,1156.2,5,5781.0,5206
2768,2024-03-31,P097,Su Şişesi,Mutfak Ürünleri,1032.68,14,14457.52,2398
2769,2024-06-16,P063,Klima,Elektronik,584.6,12,7015200000000000,2629
2770,2024-03-22,P063,Klima,Elektronik,1463.85,1,1463.85,8587
2771,2024-04-14,P082,Defter,Kırtasiye,717.34,11,7890740000000000,5965
2772,2023-10-09,P063,Klima,Elektronik,76.56,13,995.28,5659
2773,2023-12-29,P018,Telefon,Elektronik,810.21,2,1620.42,6258
2774,2024-06-26,P011,Kalem,Kırtasiye,559.18,19,10624419999999900,9389
2775,2023-12-07,P018,Telefon,Elektronik,369.09,4,1476.36,2080
2776,2023-11-03,P010,Çanta,Giyim,791.31,8,6330.48,2986
2777,2023-08-05,P010,Çanta,Giyim,329.3,11,3622.3,1118
2778,2024-06-23,P011,Kalem,Kırtasiye,320.55,2,641.1,8920
2779,2022-12-23,P097,Su Şişesi,Mutfak Ürünleri,1186.58,15,17798699999999900,4844
2780,2023-08-23,P018,Telefon,Elektronik,1471.68,12,17660.16,9582
2781,2023-09-24,P018,Telefon,Elektronik,1144.66,8,9157.28,9035
2782,2024-03-02,P082,Defter,Kırtasiye,1038.53,16,16616.48,9148
2783,2024-04-15,P010,Çanta,Giyim,1346.77,11,14814.47,5052
2784,2024-04-08,P011,Kalem,Kırtasiye,1403.73,2,2807.46,3675
2785,2024-07-24,P082,Defter,Kırtasiye,1116.85,8,8934.8,9645
2786,2024-06-17,P097,Su Şişesi,Mutfak Ürünleri,89.32,8,714.56,4052
2787,2022-11-21,P082,Defter,Kırtasiye,1491.35,11,16404.85,7182
2788,2023-01-11,P097,Su Şişesi,Mutfak Ürünleri,147.03,14,2058.42,9782
2789,2022-11-09,P010,Çanta,Giyim,1016.07,9,9144.63,2464
2790,2023-12-11,P097,Su Şişesi,Mutfak Ürünleri,207.63,16,3322.08,4413
2791,2024-05-21,P018,Telefon,Elektronik,1337.55,17,22738.35,3120
2792,2023-05-09,P082,Defter,Kırtasiye,715.17,4,2860.68,7533
2793,2022-12-07,P082,Defter,Kırtasiye,1394.46,10,13944.6,2469
2794,2023-07-07,P087,Kulaklık,Elektronik,844.39,13,10977.07,3384
2795,2024-02-07,P063,Klima,Elektronik,1398.81,5,6994049999999990,1324
2796,2024-05-22,P024,Bilgisayar,Elektronik,1081.89,4,4327.56,4049
2797,2023-01-15,P063,Klima,Elektronik,1397.22,13,18163.86,1833
2798,2023-05-29,P082,Defter,Kırtasiye,660.4,18,11887.2,7292
2799,2023-02-28,P087,Kulaklık,Elektronik,1482.88,10,14828.8,8438
2800,2023-02-23,P063,Klima,Elektronik,1309.69,10,13096.9,8935
2801,2024-04-10,P011,Kalem,Kırtasiye,311.36,11,3424.96,2741
2802,2024-02-19,P082,Defter,Kırtasiye,1388.39,7,9718.73,2510
2803,2023-04-06,P010,Çanta,Giyim,630.54,5,3152.7,4482
2804,2023-11-15,P018,Telefon,Elektronik,234.42,6,1406.52,8649
2805,2023-06-07,P087,Kulaklık,Elektronik,593.15,17,10083.55,9993
2806,2023-12-22,P011,Kalem,Kırtasiye,29.38,13,381.94,1739
2807,2023-07-24,P010,Çanta,Giyim,776.49,18,13976.82,3793
2808,2024-08-14,P087,Kulaklık,Elektronik,1487.15,12,17845800000000000,6782
2809,2023-11-11,P011,Kalem,Kırtasiye,1360.41,14,19045.74,5818
2810,2024-04-30,P032,Mouse,Elektronik,151.22,9,1360.98,6716
2811,2024-08-21,P082,Defter,Kırtasiye,647.75,5,3238.75,9507
2812,2023-12-07,P097,Su Şişesi,Mutfak Ürünleri,437.67,19,8315.73,5833
2813,2022-11-16,P082,Defter,Kırtasiye,431.21,6,2587.26,1604
2814,2023-04-12,P018,Telefon,Elektronik,164.74,11,1812.14,7327
2815,2023-11-27,P010,Çanta,Giyim,244.07,16,3905.12,3138
2816,2023-06-14,P063,Klima,Elektronik,85.58,16,1369.28,7747
2817,2022-11-18,P024,Bilgisayar,Elektronik,643.78,13,8369.14,2515
2818,2022-12-17,P082,Defter,Kırtasiye,1120.94,16,17935.04,4646
2819,2023-04-01,P018,Telefon,Elektronik,1071.72,6,6430.32,3583
2820,2023-01-30,P032,Mouse,Elektronik,1200.82,1,1200.82,5538
2821,2023-04-09,P063,Klima,Elektronik,1255.1,18,22591.8,3718
2822,2024-09-17,P018,Telefon,Elektronik,1479.11,11,16270.21,5997
2823,2023-08-18,P097,Su Şişesi,Mutfak Ürünleri,1498.63,18,26975340000000000,9709
2824,2023-09-04,P024,Bilgisayar,Elektronik,1214.7,7,8502.9,2121
2825,2023-07-06,P010,Çanta,Giyim,748.93,3,2246.79,7809
2826,2024-04-24,P087,Kulaklık,Elektronik,280.77,12,3369.24,4898
2827,2023-10-05,P011,Kalem,Kırtasiye,192.3,2,384.6,6251
2828,2024-07-09,P018,Telefon,Elektronik,247.47,7,1732.29,6870
2829,2024-02-08,P011,Kalem,Kırtasiye,959.56,1,959.56,7410
2830,2024-06-13,P018,Telefon,Elektronik,942.86,7,6600.02,3742
2831,2024-04-18,P087,Kulaklık,Elektronik,1116.33,17,18977.61,3134
2832,2023-10-14,P082,Defter,Kırtasiye,613.98,5,3069.9,1300
2833,2024-04-01,P018,Telefon,Elektronik,1251.84,7,8762.88,4924
2834,2024-03-27,P032,Mouse,Elektronik,628.61,18,11314.98,9160
2835,2022-12-17,P097,Su Şişesi,Mutfak Ürünleri,1462.39,18,26323.02,5694
2836,2023-06-21,P011,Kalem,Kırtasiye,862.42,7,6036.94,5900
2837,2024-05-31,P097,Su Şişesi,Mutfak Ürünleri,488.55,3,1465.65,2822
2838,2024-07-29,P087,Kulaklık,Elektronik,1111.09,13,14444169999999900,4451
2839,2024-08-29,P087,Kulaklık,Elektronik,133.1,12,15971999999999900,7346
2840,2022-11-16,P011,Kalem,Kırtasiye,695.6,19,13216.4,3942
2841,2023-06-14,P082,Defter,Kırtasiye,1387.21,17,23582.57,4162
2842,2023-03-26,P011,Kalem,Kırtasiye,1318.85,14,18463.9,7364
2843,2023-01-03,P087,Kulaklık,Elektronik,559.6,13,7274.8,9096
2844,2024-02-15,P024,Bilgisayar,Elektronik,669.17,2,1338.34,6857
2845,2024-07-29,P011,Kalem,Kırtasiye,461.73,1,461.73,8978
2846,2023-02-04,P011,Kalem,Kırtasiye,1202.11,15,18031.65,1249
2847,2024-09-20,P032,Mouse,Elektronik,917.11,16,14673.76,7644
2848,2022-12-11,P010,Çanta,Giyim,669.2,2,1338.4,5201
2849,2024-02-06,P024,Bilgisayar,Elektronik,1186.31,10,11863.1,5205
2850,2023-11-15,P097,Su Şişesi,Mutfak Ürünleri,1047.01,19,19893.19,8342
2851,2024-02-11,P032,Mouse,Elektronik,385.1,2,770.2,2588
2852,2024-01-31,P032,Mouse,Elektronik,1119.63,9,10076670000000000,4424
2853,2023-01-02,P037,Fırın,Ev Aletleri,1106.92,8,8855.36,2358
2854,2023-11-12,P024,Bilgisayar,Elektronik,1236.51,16,19784.16,9566
2855,2023-02-15,P011,Kalem,Kırtasiye,366.88,7,2568.16,4457
2856,2024-04-10,P082,Defter,Kırtasiye,1144.8,4,4579.2,6346
2857,2024-01-09,P063,Klima,Elektronik,267.9,2,535.8,9404
2858,2024-06-06,P087,Kulaklık,Elektronik,1117.83,15,16767449999999900,4155
2859,2023-12-08,P082,Defter,Kırtasiye,429.3,17,7298.1,6670
2860,2023-05-11,P024,Bilgisayar,Elektronik,1394.59,5,6972.95,1928
2861,2023-12-07,P082,Defter,Kırtasiye,907.3,8,7258.4,6710
2862,2024-04-11,P011,Kalem,Kırtasiye,787.93,1,787.93,3215
2863,2024-08-08,P037,Fırın,Ev Aletleri,1284.52,10,12845.2,6892
2864,2024-05-20,P063,Klima,Elektronik,244.65,15,3669.75,5752
2865,2024-08-16,P011,Kalem,Kırtasiye,95.5,3,286.5,7564
2866,2023-04-16,P097,Su Şişesi,Mutfak Ürünleri,284.69,10,2846.9,4290
2867,2023-10-20,P010,Çanta,Giyim,1097.65,8,8781.2,6778
2868,2023-08-02,P024,Bilgisayar,Elektronik,1357.81,4,5431.24,6511
2869,2022-11-18,P018,Telefon,Elektronik,71.06,10,710.6,3069
2870,2024-05-04,P032,Mouse,Elektronik,486.18,5,2430.9,1606
2871,2024-03-10,P011,Kalem,Kırtasiye,1093.24,19,20771.56,8546
2872,2023-09-26,P018,Telefon,Elektronik,255.68,6,1534.08,3183
2873,2023-12-21,P032,Mouse,Elektronik,394.93,13,5134.09,5746
2874,2022-12-28,P010,Çanta,Giyim,656.63,14,9192.82,6194
2875,2024-04-26,P011,Kalem,Kırtasiye,73.57,17,12506899999999900,4790
2876,2023-03-02,P024,Bilgisayar,Elektronik,794.23,17,13501.91,5420
2877,2023-12-22,P063,Klima,Elektronik,241.26,13,3136.38,9123
2878,2024-06-24,P032,Mouse,Elektronik,1158.1,11,12739.1,3781
2879,2023-08-28,P011,Kalem,Kırtasiye,798.78,3,2396.34,8049
2880,2024-02-01,P082,Defter,Kırtasiye,799.31,18,14387579999999900,1730
2881,2023-08-30,P082,Defter,Kırtasiye,357.24,17,6073.08,8087
2882,2023-07-22,P024,Bilgisayar,Elektronik,67.57,10,6756999999999990,8098
2883,2024-07-25,P018,Telefon,Elektronik,66.97,7,468.79,8780
2884,2023-11-25,P032,Mouse,Elektronik,1993-05-01 00:00:00,6,35.58,1114
2885,2023-02-09,P037,Fırın,Ev Aletleri,718.52,13,9340.76,4698
2886,2024-06-12,P032,Mouse,Elektronik,142.62,6,855.72,2784
2887,2023-12-30,P063,Klima,Elektronik,875.97,1,875.97,4270
2888,2024-05-10,P018,Telefon,Elektronik,698.44,6,4190.64,9854
2889,2023-06-12,P010,Çanta,Giyim,509.5,1,509.5,6680
2890,2023-10-18,P024,Bilgisayar,Elektronik,662.61,16,10601.76,7206
2891,2024-01-15,P063,Klima,Elektronik,394.0,7,2758.0,1616
2892,2024-08-10,P032,Mouse,Elektronik,468.48,1,468.48,4164
2893,2023-12-14,P063,Klima,Elektronik,1437.11,18,25867.98,9118
2894,2023-09-10,P097,Su Şişesi,Mutfak Ürünleri,620.93,11,6830.23,9905
2895,2023-02-22,P011,Kalem,Kırtasiye,1293.03,2,2586.06,1513
2896,2023-06-03,P010,Çanta,Giyim,1184.05,17,20128.85,3795
2897,2023-09-18,P024,Bilgisayar,Elektronik,1991-07-01 00:00:00,8,63.28,5032
2898,2024-11-04,P063,Klima,Elektronik,1237.68,15,18565.2,1526
2899,2024-03-04,P037,Fırın,Ev Aletleri,561.23,2,1122.46,2526
2900,2024-07-17,P032,Mouse,Elektronik,1108.64,2,2217.28,4720
2901,2023-09-25,P018,Telefon,Elektronik,431.94,3,1295.82,5780
2902,2024-09-28,P010,Çanta,Giyim,840.81,2,1681.62,2446
2903,2023-02-07,P010,Çanta,Giyim,50.3,11,553.3,5990
2904,2023-11-07,P011,Kalem,Kırtasiye,730.02,4,2920.08,5956
2905,2024-01-14,P032,Mouse,Elektronik,243.49,2,486.98,9778
2906,2024-10-31,P024,Bilgisayar,Elektronik,790.2,4,3160.8,3927
2907,2024-04-02,P097,Su Şişesi,Mutfak Ürünleri,661.99,14,9267.86,5318
2908,2024-07-21,P024,Bilgisayar,Elektronik,116.2,12,1394.4,1208
2909,2023-09-15,P037,Fırın,Ev Aletleri,91.88,5,459.4,3366
2910,2024-02-25,P024,Bilgisayar,Elektronik,2024-02-06 00:00:00,10,60.2,1916
2911,2024-02-20,P011,Kalem,Kırtasiye,1274.25,2,2548.5,4148
2912,2024-06-03,P032,Mouse,Elektronik,1209.11,1,1209.11,1184
2913,2023-11-18,P037,Fırın,Ev Aletleri,796.88,17,13546.96,9148
2914,2022-11-13,P087,Kulaklık,Elektronik,225.38,8,1803.04,1721
2915,2023-07-02,P010,Çanta,Giyim,1150.18,14,16102.52,9021
2916,2024-07-30,P024,Bilgisayar,Elektronik,167.4,18,30132000000000000,1750
2917,2023-02-03,P032,Mouse,Elektronik,506.57,3,1519.71,4175
2918,2023-11-29,P082,Defter,Kırtasiye,1035.13,8,8281.04,5823
2919,2024-10-18,P024,Bilgisayar,Elektronik,1195.96,14,16743440000000000,8261
2920,2022-11-30,P063,Klima,Elektronik,766.52,13,9964.76,3242
2921,2023-07-07,P018,Telefon,Elektronik,859.32,17,14608.44,4817
2922,2024-07-02,P018,Telefon,Elektronik,718.27,1,718.27,2506
2923,2023-09-22,P082,Defter,Kırtasiye,457.92,13,5952.96,3518
2924,2023-01-06,P097,Su Şişesi,Mutfak Ürünleri,224.43,12,2693.16,5911
2925,2024-08-23,P082,Defter,Kırtasiye,1351.62,19,25680.78,9903
2926,2024-07-13,P018,Telefon,Elektronik,759.81,11,8357.91,7618
2927,2024-10-30,P063,Klima,Elektronik,963.36,10,9633.6,4018
2928,2023-03-20,P037,Fırın,Ev Aletleri,1165.7,16,18651.2,9515
2929,2024-07-18,P063,Klima,Elektronik,101.32,3,303.96,1328
2930,2023-08-27,P037,Fırın,Ev Aletleri,1058.68,4,4234.72,3787
2931,2023-12-09,P063,Klima,Elektronik,637.17,6,3823.02,9363
2932,2023-03-18,P018,Telefon,Elektronik,1043.11,17,17732.87,5645
2933,2023-03-22,P087,Kulaklık,Elektronik,1478.39,3,4435.17,9296
2934,2023-09-04,P097,Su Şişesi,Mutfak Ürünleri,1356.72,10,13567.2,2226
2935,2024-02-22,P011,Kalem,Kırtasiye,449.67,5,2248.35,9732
2936,2024-04-27,P097,Su Şişesi,Mutfak Ürünleri,220.02,16,3520.32,3680
2937,2024-04-03,P082,Defter,Kırtasiye,1114.41,2,2228.82,1669
2938,2022-12-14,P018,Telefon,Elektronik,1279.2,12,15350.4,3295
2939,2024-05-27,P010,Çanta,Giyim,1992-10-01 00:00:00,1,1992-10-01 00:00:00,1402
2940,2024-07-21,P082,Defter,Kırtasiye,983.17,6,5899.02,1033
2941,2024-09-10,P097,Su Şişesi,Mutfak Ürünleri,86.78,17,1475.26,3454
2942,2024-10-11,P024,Bilgisayar,Elektronik,395.36,11,4348.96,1589
2943,2023-04-29,P010,Çanta,Giyim,478.38,16,7654.08,3316
2944,2022-12-06,P082,Defter,Kırtasiye,1292.43,18,23263.74,3326
2945,2023-11-04,P024,Bilgisayar,Elektronik,1244.5,4,4978.0,6511
2946,2023-02-21,P032,Mouse,Elektronik,995.48,19,18914.12,3120
2947,2023-06-24,P087,Kulaklık,Elektronik,484.13,11,5325.43,6162
2948,2024-08-03,P037,Fırın,Ev Aletleri,1144.78,10,11447.8,4550
2949,2024-03-21,P011,Kalem,Kırtasiye,661.8,2,1323.6,6406
2950,2024-02-18,P024,Bilgisayar,Elektronik,257.93,10,2579.3,3040
2951,2023-11-02,P063,Klima,Elektronik,1946-11-01 00:00:00,5,57.3,6123
2952,2023-02-10,P011,Kalem,Kırtasiye,1286.06,16,20576.96,9774
2953,2024-10-13,P087,Kulaklık,Elektronik,147.53,4,590.12,2832
2954,2023-01-07,P032,Mouse,Elektronik,625.05,8,5000.4,4324
2955,2023-07-11,P018,Telefon,Elektronik,747.55,9,6727.95,4827
2956,2023-06-02,P024,Bilgisayar,Elektronik,296.12,3,888.36,3660
2957,2023-07-13,P032,Mouse,Elektronik,2024-04-06 00:00:00,9,54.36,9123
2958,2023-08-26,P082,Defter,Kırtasiye,1195.95,3,35878500000000000,5331
2959,2023-08-20,P037,Fırın,Ev Aletleri,348.6,9,3137.4,1274
2960,2023-06-26,P063,Klima,Elektronik,30.31,18,5455799999999990,2890
2961,2024-03-11,P087,Kulaklık,Elektronik,25.32,18,455.76,8531
2962,2023-05-02,P037,Fırın,Ev Aletleri,1385.1,9,12465.9,5231
2963,2023-03-21,P097,Su Şişesi,Mutfak Ürünleri,31.51,5,157.55,9578
2964,2024-02-19,P097,Su Şişesi,Mutfak Ürünleri,969.64,6,5817.84,6853
2965,2023-10-15,P087,Kulaklık,Elektronik,1356.07,11,14916.77,8045
2966,2024-08-04,P087,Kulaklık,Elektronik,1128.17,14,15794.38,3004
2967,2024-01-10,P063,Klima,Elektronik,1475.36,16,23605.76,3032
2968,2024-02-26,P063,Klima,Elektronik,173.12,10,1731.2,6553
2969,2023-01-11,P032,Mouse,Elektronik,802.43,5,4012.15,7913
2970,2023-09-26,P037,Fırın,Ev Aletleri,814.18,16,13026.88,2866
2971,2023-11-20,P037,Fırın,Ev Aletleri,150.33,13,1954.29,6987
2972,2022-12-18,P063,Klima,Elektronik,254.13,9,2287.17,1094
2973,2023-04-13,P082,Defter,Kırtasiye,1076.8,8,8614.4,8618
2974,2024-03-21,P082,Defter,Kırtasiye,1258.32,13,16358.16,9733
2975,2023-10-20,P063,Klima,Elektronik,1026.06,17,17443.02,9358
2976,2024-11-04,P010,Çanta,Giyim,576.69,2,1153.38,6105
2977,2023-03-21,P063,Klima,Elektronik,1290.19,11,14192.09,9507
2978,2024-03-17,P018,Telefon,Elektronik,1182.58,8,9460.64,3140
2979,2023-06-23,P011,Kalem,Kırtasiye,959.09,18,17263.62,1860
2980,2023-04-10,P063,Klima,Elektronik,117.88,11,12966799999999900,3442
2981,2024-08-04,P082,Defter,Kırtasiye,730.15,18,13142.7,9742
